O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
11-3031.01	8872	Receive cash and checks and make deposits.	Core	172	06/2006	Incumbent
11-3031.01	8873	Compute, withhold, and account for all payroll deductions.	Core	173	06/2006	Incumbent
11-3031.01	8874	Perform tax planning work.	Supplemental	172	06/2006	Incumbent
11-3031.01	8875	Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.	Supplemental	173	06/2006	Incumbent
11-3031.02	8876	Establish and maintain relationships with individual and business customers, and provide assistance with problems these customers may encounter.	Core	65	06/2006	Incumbent
11-3031.02	8877	Examine, evaluate, and process loan applications.	Core	65	06/2006	Incumbent
11-3031.02	8878	Plan, direct, and coordinate the activities of workers in branches, offices, or departments of such establishments as branch banks, brokerage firms, risk and insurance departments, or credit departments.	Core	65	06/2006	Incumbent
11-3031.02	8879	Oversee the flow of cash and financial instruments.	Core	65	06/2006	Incumbent
11-3031.02	8880	Recruit staff members and oversee training programs.	Core	65	06/2006	Incumbent
11-3031.02	8881	Network within communities to find and attract new business.	Supplemental	64	06/2006	Incumbent
11-3031.02	8882	Approve, reject, or coordinate the approval or rejection of lines of credit and commercial, real estate, and personal loans.	Supplemental	65	06/2006	Incumbent
11-3031.02	8883	Prepare financial and regulatory reports required by laws, regulations, and boards of directors.	Supplemental	65	06/2006	Incumbent
11-3031.02	8884	Establish procedures for custody and control of assets, records, loan collateral, and securities to ensure safekeeping.	Supplemental	65	06/2006	Incumbent
11-3031.02	8885	Review collection reports to determine the status of collections and the amounts of outstanding balances.	Supplemental	65	06/2006	Incumbent
11-3031.02	8886	Prepare operational and risk reports for management analysis.	Supplemental	65	06/2006	Incumbent
11-3031.02	8887	Evaluate financial reporting systems, accounting and collection procedures, and investment activities and make recommendations for changes to procedures, operating systems, budgets, and other financial control functions.	Supplemental	65	06/2006	Incumbent
11-3031.02	8888	Plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.	Supplemental	65	06/2006	Incumbent
11-3031.02	8889	Submit delinquent accounts to attorneys or outside agencies for collection.	Supplemental	65	06/2006	Incumbent
11-3031.02	8890	Communicate with stockholders and other investors to provide information and to raise capital.	Supplemental	65	06/2006	Incumbent
11-3031.02	8891	Evaluate data pertaining to costs to plan budgets.	Supplemental	65	06/2006	Incumbent
11-3031.02	8892	Analyze and classify risks and investments to determine their potential impacts on companies.	Supplemental	65	06/2006	Incumbent
11-3031.02	8893	Review reports of securities transactions and price lists to analyze market conditions.	Supplemental	65	06/2006	Incumbent
11-3031.02	8894	Develop and analyze information to assess the current and future financial status of firms.	Supplemental	65	06/2006	Incumbent
11-3031.02	8895	Direct insurance negotiations, select insurance brokers and carriers, and place insurance.	Supplemental	65	06/2006	Incumbent
11-3040.00	990	Serve as a link between management and employees by handling questions, interpreting and administering contracts and helping resolve work-related problems.	Core	22	06/2008	Occupational Expert
11-3040.00	988	Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.	Core	22	06/2008	Occupational Expert
11-3040.00	987	Advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.	Core	22	06/2008	Occupational Expert
11-3040.00	986	Perform difficult staffing duties, including dealing with understaffing, refereeing disputes, firing employees, and administering disciplinary procedures.	Core	22	06/2008	Occupational Expert
11-3040.00	989	Plan and conduct new employee orientation to foster positive attitude toward organizational objectives.	Core	22	06/2008	Occupational Expert
11-3040.00	983	Identify staff vacancies and recruit, interview and select applicants.	Core	22	06/2008	Occupational Expert
11-3040.00	991	Plan, direct, supervise, and coordinate work activities of subordinates and staff relating to employment, compensation, labor relations, and employee relations.	Core	22	06/2008	Occupational Expert
11-3040.00	995	Plan, organize, direct, control or coordinate the personnel, training, or labor relations activities of an organization.	Core	22	06/2008	Occupational Expert
11-3040.00	998	Represent organization at personnel-related hearings and investigations.	Core	22	06/2008	Occupational Expert
11-3040.00	982	Administer compensation, benefits and performance management systems, and safety and recreation programs.	Core	22	06/2008	Occupational Expert
11-3040.00	985	Provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion and employee benefits.	Core	22	06/2008	Occupational Expert
11-3040.00	994	Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.	Core	22	06/2008	Occupational Expert
11-3040.00	1001	Prepare and follow budgets for personnel operations.	Core	22	06/2008	Occupational Expert
11-3040.00	993	Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.	Core	22	06/2008	Occupational Expert
11-3040.00	992	Analyze training needs to design employee development, language training and health and safety programs.	Core	22	06/2008	Occupational Expert
11-3040.00	996	Conduct exit interviews to identify reasons for employee termination.	Core	22	06/2008	Occupational Expert
11-3040.00	1003	Oversee the evaluation, classification and rating of occupations and job positions.	Core	22	06/2008	Occupational Expert
11-3040.00	1000	Prepare personnel forecast to project employment needs.	Core	22	06/2008	Occupational Expert
11-3040.00	1004	Study legislation, arbitration decisions, and collective bargaining contracts to assess industry trends.	Core	22	06/2008	Occupational Expert
11-3040.00	984	Allocate human resources, ensuring appropriate matches between personnel.	Core	22	06/2008	Occupational Expert
11-3040.00	1005	Develop or administer special projects in areas such as pay equity, savings bond programs, day-care, and employee awards.	Core	22	06/2008	Occupational Expert
11-3040.00	999	Negotiate bargaining agreements and help interpret labor contracts.	Supplemental	22	06/2008	Occupational Expert
11-3040.00	997	Investigate and report on industrial accidents for insurance carriers.	Supplemental	22	06/2008	Occupational Expert
11-3040.00	1002	Develop, administer and evaluate applicant tests.	Supplemental	22	06/2008	Occupational Expert
11-3040.00	1006	Provide terminated employees with outplacement or relocation assistance.	Supplemental	22	06/2008	Occupational Expert
11-3040.00	1007	Contract with vendors to provide employee services, such as food service, transportation, or relocation service.	Supplemental	22	06/2008	Occupational Expert
11-3041.00	3272	Design, evaluate and modify benefits policies to ensure that programs are current, competitive and in compliance with legal requirements.	Core	21	06/2008	Occupational Expert
11-3041.00	3273	Analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.	Core	21	06/2008	Occupational Expert
11-3041.00	3276	Fulfill all reporting requirements of all relevant government rules and regulations, including the Employee Retirement Income Security Act (ERISA).	Core	21	06/2008	Occupational Expert
11-3041.00	3267	Direct preparation and distribution of written and verbal information to inform employees of benefits, compensation, and personnel policies.	Core	21	06/2008	Occupational Expert
11-3041.00	3268	Administer, direct, and review employee benefit programs, including the integration of benefit programs following mergers and acquisitions.	Core	21	06/2008	Occupational Expert
