O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-3071.01	1.C.1.c	Initiative	IM	4.22	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.2.b	Leadership	IM	4.30	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.3.a	Cooperation	IM	4.00	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.3.b	Concern for Others	IM	3.17	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.3.c	Social Orientation	IM	3.13	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.4.a	Self Control	IM	3.96	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.4.b	Stress Tolerance	IM	4.17	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.4.c	Adaptability/Flexibility	IM	4.09	22	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.5.a	Dependability	IM	4.43	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.5.b	Attention to Detail	IM	4.26	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.5.c	Integrity	IM	4.61	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.6	Independence	IM	3.91	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.7.a	Innovation	IM	3.74	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.01	1.C.7.b	Analytical Thinking	IM	3.96	23	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
11-3071.02	1.C.1.a	Achievement/Effort	IM	3.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.1.b	Persistence	IM	3.67	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.1.c	Initiative	IM	3.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.2.b	Leadership	IM	4.21	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.3.a	Cooperation	IM	3.79	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.3.b	Concern for Others	IM	3.38	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.3.c	Social Orientation	IM	3.25	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.4.a	Self Control	IM	3.67	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.4.b	Stress Tolerance	IM	3.79	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.4.c	Adaptability/Flexibility	IM	3.75	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.5.a	Dependability	IM	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.5.b	Attention to Detail	IM	3.92	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.5.c	Integrity	IM	4.29	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.6	Independence	IM	3.54	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.7.a	Innovation	IM	3.12	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-3071.02	1.C.7.b	Analytical Thinking	IM	3.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9011.01	1.C.1.a	Achievement/Effort	IM	4.21	24	0.15	3.91	4.51	N	06/2007	Incumbent
11-9011.01	1.C.1.b	Persistence	IM	4.17	24	0.11	3.94	4.39	N	06/2007	Incumbent
11-9011.01	1.C.1.c	Initiative	IM	4.38	24	0.15	4.06	4.70	N	06/2007	Incumbent
11-9011.01	1.C.2.b	Leadership	IM	4.69	24	0.13	4.43	4.96	N	06/2007	Incumbent
11-9011.01	1.C.3.a	Cooperation	IM	4.33	24	0.18	3.96	4.71	N	06/2007	Incumbent
11-9011.01	1.C.3.b	Concern for Others	IM	3.74	24	0.18	3.37	4.11	N	06/2007	Incumbent
11-9011.01	1.C.3.c	Social Orientation	IM	3.81	24	0.25	3.28	4.33	N	06/2007	Incumbent
11-9011.01	1.C.4.a	Self Control	IM	4.41	24	0.18	4.04	4.78	N	06/2007	Incumbent
11-9011.01	1.C.4.b	Stress Tolerance	IM	4.09	24	0.12	3.85	4.34	N	06/2007	Incumbent
11-9011.01	1.C.4.c	Adaptability/Flexibility	IM	4.12	24	0.31	3.48	4.75	N	06/2007	Incumbent
11-9011.01	1.C.5.a	Dependability	IM	4.75	24	0.12	4.51	5.00	N	06/2007	Incumbent
11-9011.01	1.C.5.b	Attention to Detail	IM	4.15	24	0.25	3.63	4.67	N	06/2007	Incumbent
11-9011.01	1.C.5.c	Integrity	IM	4.30	24	0.21	3.86	4.73	N	06/2007	Incumbent
11-9011.01	1.C.6	Independence	IM	3.85	24	0.38	3.07	4.63	N	06/2007	Incumbent
11-9011.01	1.C.7.a	Innovation	IM	3.92	24	0.16	3.58	4.26	N	06/2007	Incumbent
11-9011.01	1.C.7.b	Analytical Thinking	IM	4.41	24	0.18	4.03	4.79	N	06/2007	Incumbent
11-9011.02	1.C.1.a	Achievement/Effort	IM	3.79	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.1.b	Persistence	IM	3.79	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.1.c	Initiative	IM	4.24	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.2.b	Leadership	IM	3.93	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.3.a	Cooperation	IM	4.07	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.3.b	Concern for Others	IM	3.55	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.3.c	Social Orientation	IM	3.21	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.4.a	Self Control	IM	4.03	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.4.b	Stress Tolerance	IM	3.66	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.4.c	Adaptability/Flexibility	IM	4.00	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.5.a	Dependability	IM	4.69	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.5.b	Attention to Detail	IM	4.45	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.5.c	Integrity	IM	4.90	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.6	Independence	IM	4.14	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.7.a	Innovation	IM	3.48	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.02	1.C.7.b	Analytical Thinking	IM	4.07	29	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
11-9011.03	1.C.1.a	Achievement/Effort	IM	4.19	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.1.b	Persistence	IM	4.35	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.1.c	Initiative	IM	4.48	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.2.b	Leadership	IM	4.10	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.3.a	Cooperation	IM	3.90	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.3.b	Concern for Others	IM	3.68	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.3.c	Social Orientation	IM	2.97	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.4.a	Self Control	IM	4.00	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.4.b	Stress Tolerance	IM	4.00	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.4.c	Adaptability/Flexibility	IM	4.10	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.5.a	Dependability	IM	4.71	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.5.b	Attention to Detail	IM	4.48	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.5.c	Integrity	IM	4.52	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.6	Independence	IM	4.00	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.7.a	Innovation	IM	4.13	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9011.03	1.C.7.b	Analytical Thinking	IM	4.39	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
11-9012.00	1.C.1.a	Achievement/Effort	IM	3.61	23	0.25	3.10	4.12	N	06/2007	Incumbent
11-9012.00	1.C.1.b	Persistence	IM	4.02	24	0.19	3.62	4.41	N	06/2007	Incumbent
11-9012.00	1.C.1.c	Initiative	IM	3.79	24	0.28	3.21	4.37	N	06/2007	Incumbent
11-9012.00	1.C.2.b	Leadership	IM	3.50	24	0.26	2.97	4.03	N	06/2007	Incumbent
11-9012.00	1.C.3.a	Cooperation	IM	3.42	21	0.34	2.71	4.13	N	06/2007	Incumbent
11-9012.00	1.C.3.b	Concern for Others	IM	3.38	21	0.33	2.70	4.07	N	06/2007	Incumbent
11-9012.00	1.C.3.c	Social Orientation	IM	2.82	21	0.36	2.07	3.58	N	06/2007	Incumbent
11-9012.00	1.C.4.a	Self Control	IM	3.94	22	0.24	3.43	4.45	N	06/2007	Incumbent
11-9012.00	1.C.4.b	Stress Tolerance	IM	3.79	22	0.28	3.21	4.38	N	06/2007	Incumbent
11-9012.00	1.C.4.c	Adaptability/Flexibility	IM	3.65	22	0.24	3.15	4.14	N	06/2007	Incumbent
11-9012.00	1.C.5.a	Dependability	IM	4.14	22	0.18	3.76	4.52	N	06/2007	Incumbent
11-9012.00	1.C.5.b	Attention to Detail	IM	3.91	22	0.18	3.54	4.28	N	06/2007	Incumbent
11-9012.00	1.C.5.c	Integrity	IM	4.02	24	0.23	3.54	4.50	N	06/2007	Incumbent
11-9012.00	1.C.6	Independence	IM	4.00	24	0.19	3.61	4.40	N	06/2007	Incumbent
11-9012.00	1.C.7.a	Innovation	IM	3.38	24	0.44	2.47	4.30	N	06/2007	Incumbent
11-9012.00	1.C.7.b	Analytical Thinking	IM	3.39	24	0.46	2.44	4.35	N	06/2007	Incumbent
11-9021.00	1.C.1.a	Achievement/Effort	IM	4.00	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.1.b	Persistence	IM	4.12	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.1.c	Initiative	IM	4.31	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.2.b	Leadership	IM	4.34	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.3.a	Cooperation	IM	4.19	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.3.b	Concern for Others	IM	3.03	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.3.c	Social Orientation	IM	3.34	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.4.a	Self Control	IM	4.03	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.4.b	Stress Tolerance	IM	4.09	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.4.c	Adaptability/Flexibility	IM	4.00	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.5.a	Dependability	IM	4.50	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.5.b	Attention to Detail	IM	4.44	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.5.c	Integrity	IM	4.75	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.6	Independence	IM	3.47	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.7.a	Innovation	IM	3.16	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9021.00	1.C.7.b	Analytical Thinking	IM	4.06	32	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9031.00	1.C.1.a	Achievement/Effort	IM	4.25	18	0.16	3.90	4.59	N	07/2005	Incumbent
11-9031.00	1.C.1.b	Persistence	IM	4.18	18	0.20	3.76	4.60	N	07/2005	Incumbent
11-9031.00	1.C.1.c	Initiative	IM	4.79	18	0.11	4.57	5.00	N	07/2005	Incumbent
11-9031.00	1.C.2.b	Leadership	IM	4.86	18	0.10	4.66	5.00	N	07/2005	Incumbent
11-9031.00	1.C.3.a	Cooperation	IM	4.78	17	0.10	4.57	4.99	N	07/2005	Incumbent
11-9031.00	1.C.3.b	Concern for Others	IM	4.57	17	0.16	4.24	4.91	N	07/2005	Incumbent
11-9031.00	1.C.3.c	Social Orientation	IM	4.52	17	0.19	4.11	4.93	N	07/2005	Incumbent
11-9031.00	1.C.4.a	Self Control	IM	4.72	17	0.11	4.49	4.95	N	07/2005	Incumbent
11-9031.00	1.C.4.b	Stress Tolerance	IM	4.69	17	0.11	4.44	4.93	N	07/2005	Incumbent
11-9031.00	1.C.4.c	Adaptability/Flexibility	IM	4.88	17	0.08	4.70	5.00	N	07/2005	Incumbent
11-9031.00	1.C.5.a	Dependability	IM	4.88	17	0.08	4.70	5.00	N	07/2005	Incumbent
11-9031.00	1.C.5.b	Attention to Detail	IM	4.51	17	0.14	4.20	4.81	N	07/2005	Incumbent
11-9031.00	1.C.5.c	Integrity	IM	4.73	18	0.10	4.51	4.95	N	07/2005	Incumbent
11-9031.00	1.C.6	Independence	IM	4.54	18	0.19	4.14	4.94	N	07/2005	Incumbent
11-9031.00	1.C.7.a	Innovation	IM	4.43	18	0.22	3.97	4.88	N	07/2005	Incumbent
11-9031.00	1.C.7.b	Analytical Thinking	IM	4.30	18	0.23	3.82	4.78	N	07/2005	Incumbent
11-9032.00	1.C.1.a	Achievement/Effort	IM	4.52	141	0.07	4.39	4.65	N	07/2005	Incumbent
11-9032.00	1.C.1.b	Persistence	IM	4.56	140	0.06	4.44	4.69	N	07/2005	Incumbent
11-9032.00	1.C.1.c	Initiative	IM	4.60	141	0.07	4.46	4.74	N	07/2005	Incumbent
11-9032.00	1.C.2.b	Leadership	IM	4.83	141	0.05	4.74	4.93	N	07/2005	Incumbent
11-9032.00	1.C.3.a	Cooperation	IM	4.64	140	0.06	4.52	4.75	N	07/2005	Incumbent
11-9032.00	1.C.3.b	Concern for Others	IM	4.57	140	0.07	4.43	4.71	N	07/2005	Incumbent
11-9032.00	1.C.3.c	Social Orientation	IM	4.44	140	0.08	4.27	4.61	N	07/2005	Incumbent
11-9032.00	1.C.4.a	Self Control	IM	4.78	140	0.06	4.67	4.89	N	07/2005	Incumbent
11-9032.00	1.C.4.b	Stress Tolerance	IM	4.73	140	0.07	4.60	4.87	N	07/2005	Incumbent
11-9032.00	1.C.4.c	Adaptability/Flexibility	IM	4.56	140	0.07	4.42	4.70	N	07/2005	Incumbent
11-9032.00	1.C.5.a	Dependability	IM	4.82	140	0.05	4.72	4.92	N	07/2005	Incumbent
11-9032.00	1.C.5.b	Attention to Detail	IM	4.57	140	0.07	4.42	4.71	N	07/2005	Incumbent
11-9032.00	1.C.5.c	Integrity	IM	4.80	142	0.06	4.69	4.91	N	07/2005	Incumbent
11-9032.00	1.C.6	Independence	IM	4.19	141	0.11	3.97	4.41	N	07/2005	Incumbent
11-9032.00	1.C.7.a	Innovation	IM	4.16	142	0.09	3.99	4.33	N	07/2005	Incumbent
11-9032.00	1.C.7.b	Analytical Thinking	IM	4.27	142	0.08	4.11	4.43	N	07/2005	Incumbent
11-9033.00	1.C.1.a	Achievement/Effort	IM	4.32	194	0.07	4.19	4.44	N	07/2005	Incumbent
11-9033.00	1.C.1.b	Persistence	IM	4.44	194	0.06	4.32	4.56	N	07/2005	Incumbent
11-9033.00	1.C.1.c	Initiative	IM	4.57	194	0.05	4.47	4.67	N	07/2005	Incumbent
11-9033.00	1.C.2.b	Leadership	IM	4.64	194	0.05	4.54	4.74	N	07/2005	Incumbent
11-9033.00	1.C.3.a	Cooperation	IM	4.60	193	0.05	4.50	4.70	N	07/2005	Incumbent
11-9033.00	1.C.3.b	Concern for Others	IM	4.42	193	0.07	4.27	4.56	N	07/2005	Incumbent
11-9033.00	1.C.3.c	Social Orientation	IM	4.18	193	0.09	4.00	4.36	N	07/2005	Incumbent
11-9033.00	1.C.4.a	Self Control	IM	4.52	192	0.05	4.41	4.62	N	07/2005	Incumbent
11-9033.00	1.C.4.b	Stress Tolerance	IM	4.38	193	0.07	4.25	4.51	N	07/2005	Incumbent
11-9033.00	1.C.4.c	Adaptability/Flexibility	IM	4.41	193	0.06	4.29	4.53	N	07/2005	Incumbent
11-9033.00	1.C.5.a	Dependability	IM	4.68	193	0.06	4.57	4.79	N	07/2005	Incumbent
11-9033.00	1.C.5.b	Attention to Detail	IM	4.41	193	0.07	4.28	4.54	N	07/2005	Incumbent
11-9033.00	1.C.5.c	Integrity	IM	4.78	194	0.05	4.69	4.87	N	07/2005	Incumbent
11-9033.00	1.C.6	Independence	IM	4.30	194	0.07	4.17	4.44	N	07/2005	Incumbent
11-9033.00	1.C.7.a	Innovation	IM	4.19	194	0.07	4.05	4.33	N	07/2005	Incumbent
11-9033.00	1.C.7.b	Analytical Thinking	IM	4.34	194	0.07	4.22	4.47	N	07/2005	Incumbent
11-9041.00	1.C.1.a	Achievement/Effort	IM	4.23	58	0.20	3.83	4.63	N	06/2008	Incumbent
11-9041.00	1.C.1.b	Persistence	IM	4.25	58	0.17	3.91	4.58	N	06/2008	Incumbent
11-9041.00	1.C.1.c	Initiative	IM	4.53	58	0.13	4.27	4.79	N	06/2008	Incumbent
11-9041.00	1.C.2.b	Leadership	IM	4.25	58	0.15	3.96	4.54	N	06/2008	Incumbent
11-9041.00	1.C.3.a	Cooperation	IM	4.04	58	0.18	3.68	4.40	N	06/2008	Incumbent
11-9041.00	1.C.3.b	Concern for Others	IM	3.39	58	0.18	3.02	3.76	N	06/2008	Incumbent
11-9041.00	1.C.3.c	Social Orientation	IM	3.15	58	0.18	2.79	3.52	N	06/2008	Incumbent
11-9041.00	1.C.4.a	Self Control	IM	3.76	58	0.25	3.25	4.27	N	06/2008	Incumbent
11-9041.00	1.C.4.b	Stress Tolerance	IM	4.03	58	0.29	3.45	4.61	N	06/2008	Incumbent
11-9041.00	1.C.4.c	Adaptability/Flexibility	IM	3.84	58	0.20	3.44	4.25	N	06/2008	Incumbent
11-9041.00	1.C.5.a	Dependability	IM	4.43	58	0.15	4.13	4.72	N	06/2008	Incumbent
11-9041.00	1.C.5.b	Attention to Detail	IM	4.21	58	0.25	3.71	4.72	N	06/2008	Incumbent
11-9041.00	1.C.5.c	Integrity	IM	4.45	58	0.17	4.11	4.79	N	06/2008	Incumbent
11-9041.00	1.C.6	Independence	IM	3.95	58	0.13	3.68	4.22	N	06/2008	Incumbent
11-9041.00	1.C.7.a	Innovation	IM	3.92	58	0.14	3.63	4.21	N	06/2008	Incumbent
11-9041.00	1.C.7.b	Analytical Thinking	IM	4.38	58	0.15	4.07	4.68	N	06/2008	Incumbent
11-9051.00	1.C.1.a	Achievement/Effort	IM	3.96	23	0.23	3.49	4.43	N	06/2008	Incumbent
11-9051.00	1.C.1.b	Persistence	IM	4.04	22	0.25	3.53	4.56	N	06/2008	Incumbent
11-9051.00	1.C.1.c	Initiative	IM	4.12	23	0.35	3.39	4.84	N	06/2008	Incumbent
11-9051.00	1.C.2.b	Leadership	IM	4.59	23	0.19	4.19	4.99	N	06/2008	Incumbent
11-9051.00	1.C.3.a	Cooperation	IM	4.57	23	0.13	4.29	4.85	N	06/2008	Incumbent
11-9051.00	1.C.3.b	Concern for Others	IM	4.31	23	0.18	3.92	4.69	N	06/2008	Incumbent
11-9051.00	1.C.3.c	Social Orientation	IM	4.24	23	0.18	3.86	4.62	N	06/2008	Incumbent
11-9051.00	1.C.4.a	Self Control	IM	4.55	23	0.13	4.28	4.83	N	06/2008	Incumbent
11-9051.00	1.C.4.b	Stress Tolerance	IM	4.57	23	0.14	4.28	4.87	N	06/2008	Incumbent
11-9051.00	1.C.4.c	Adaptability/Flexibility	IM	4.44	23	0.21	4.01	4.88	N	06/2008	Incumbent
11-9051.00	1.C.5.a	Dependability	IM	4.59	23	0.18	4.21	4.97	N	06/2008	Incumbent
11-9051.00	1.C.5.b	Attention to Detail	IM	4.48	23	0.16	4.14	4.82	N	06/2008	Incumbent
11-9051.00	1.C.5.c	Integrity	IM	4.62	23	0.13	4.35	4.90	N	06/2008	Incumbent
11-9051.00	1.C.6	Independence	IM	3.67	23	0.35	2.94	4.40	N	06/2008	Incumbent
11-9051.00	1.C.7.a	Innovation	IM	3.56	23	0.29	2.95	4.17	N	06/2008	Incumbent
11-9051.00	1.C.7.b	Analytical Thinking	IM	3.71	23	0.29	3.11	4.31	N	06/2008	Incumbent
11-9061.00	1.C.1.a	Achievement/Effort	IM	3.88	26	0.16	3.56	4.21	N	06/2008	Incumbent
11-9061.00	1.C.1.b	Persistence	IM	3.70	26	0.21	3.26	4.14	N	06/2008	Incumbent
11-9061.00	1.C.1.c	Initiative	IM	4.10	26	0.17	3.74	4.45	N	06/2008	Incumbent
11-9061.00	1.C.2.b	Leadership	IM	4.43	26	0.15	4.12	4.73	N	06/2008	Incumbent
11-9061.00	1.C.3.a	Cooperation	IM	4.45	25	0.18	4.08	4.83	N	06/2008	Incumbent
11-9061.00	1.C.3.b	Concern for Others	IM	4.79	25	0.16	4.46	5.00	N	06/2008	Incumbent
11-9061.00	1.C.3.c	Social Orientation	IM	4.11	25	0.16	3.77	4.44	N	06/2008	Incumbent
11-9061.00	1.C.4.a	Self Control	IM	4.41	25	0.25	3.89	4.92	N	06/2008	Incumbent
11-9061.00	1.C.4.b	Stress Tolerance	IM	4.58	25	0.11	4.34	4.81	N	06/2008	Incumbent
11-9061.00	1.C.4.c	Adaptability/Flexibility	IM	4.16	25	0.17	3.80	4.52	N	06/2008	Incumbent
11-9061.00	1.C.5.a	Dependability	IM	4.96	25	0.02	4.92	5.00	N	06/2008	Incumbent
11-9061.00	1.C.5.b	Attention to Detail	IM	4.83	25	0.08	4.66	5.00	N	06/2008	Incumbent
11-9061.00	1.C.5.c	Integrity	IM	4.89	26	0.08	4.72	5.00	N	06/2008	Incumbent
11-9061.00	1.C.6	Independence	IM	3.44	26	0.31	2.80	4.07	N	06/2008	Incumbent
11-9061.00	1.C.7.a	Innovation	IM	3.69	26	0.29	3.10	4.29	N	06/2008	Incumbent
11-9061.00	1.C.7.b	Analytical Thinking	IM	3.39	26	0.40	2.57	4.21	N	06/2008	Incumbent
11-9071.00	1.C.1.a	Achievement/Effort	IM	4.09	34	0.14	3.81	4.36	N	12/2005	Incumbent
11-9071.00	1.C.1.b	Persistence	IM	3.86	34	0.14	3.58	4.14	N	12/2005	Incumbent
11-9071.00	1.C.1.c	Initiative	IM	4.38	34	0.16	4.05	4.72	N	12/2005	Incumbent
11-9071.00	1.C.2.b	Leadership	IM	4.69	34	0.10	4.48	4.90	N	12/2005	Incumbent
11-9071.00	1.C.3.a	Cooperation	IM	4.79	34	0.08	4.63	4.95	N	12/2005	Incumbent
11-9071.00	1.C.3.b	Concern for Others	IM	4.39	34	0.13	4.13	4.66	N	12/2005	Incumbent
11-9071.00	1.C.3.c	Social Orientation	IM	4.28	34	0.20	3.88	4.68	N	12/2005	Incumbent
11-9071.00	1.C.4.a	Self Control	IM	4.84	34	0.06	4.71	4.97	N	12/2005	Incumbent
11-9071.00	1.C.4.b	Stress Tolerance	IM	4.63	34	0.11	4.41	4.85	N	12/2005	Incumbent
11-9071.00	1.C.4.c	Adaptability/Flexibility	IM	4.48	34	0.10	4.28	4.68	N	12/2005	Incumbent
11-9071.00	1.C.5.a	Dependability	IM	4.78	34	0.12	4.55	5.00	N	12/2005	Incumbent
11-9071.00	1.C.5.b	Attention to Detail	IM	4.44	34	0.10	4.24	4.63	N	12/2005	Incumbent
11-9071.00	1.C.5.c	Integrity	IM	4.79	34	0.12	4.55	5.00	N	12/2005	Incumbent
11-9071.00	1.C.6	Independence	IM	3.99	34	0.18	3.62	4.37	N	12/2005	Incumbent
11-9071.00	1.C.7.a	Innovation	IM	3.79	34	0.17	3.44	4.13	N	12/2005	Incumbent
11-9071.00	1.C.7.b	Analytical Thinking	IM	3.98	34	0.11	3.75	4.21	N	12/2005	Incumbent
11-9081.00	1.C.1.a	Achievement/Effort	IM	3.97	20	0.36	3.23	4.72	N	07/2004	Incumbent
11-9081.00	1.C.1.b	Persistence	IM	3.86	20	0.39	3.05	4.68	N	07/2004	Incumbent
11-9081.00	1.C.1.c	Initiative	IM	4.13	20	0.27	3.55	4.70	N	07/2004	Incumbent
11-9081.00	1.C.2.b	Leadership	IM	4.28	20	0.25	3.76	4.80	N	07/2004	Incumbent
11-9081.00	1.C.3.a	Cooperation	IM	4.86	20	0.07	4.71	5.00	N	07/2004	Incumbent
11-9081.00	1.C.3.b	Concern for Others	IM	4.62	20	0.17	4.28	4.97	N	07/2004	Incumbent
11-9081.00	1.C.3.c	Social Orientation	IM	4.74	20	0.12	4.48	4.99	N	07/2004	Incumbent
11-9081.00	1.C.4.a	Self Control	IM	4.79	20	0.14	4.51	5.00	N	07/2004	Incumbent
11-9081.00	1.C.4.b	Stress Tolerance	IM	4.45	20	0.28	3.87	5.00	N	07/2004	Incumbent
11-9081.00	1.C.4.c	Adaptability/Flexibility	IM	4.38	20	0.26	3.83	4.93	N	07/2004	Incumbent
11-9081.00	1.C.5.a	Dependability	IM	4.43	20	0.16	4.10	4.77	N	07/2004	Incumbent
11-9081.00	1.C.5.b	Attention to Detail	IM	4.53	20	0.18	4.16	4.89	N	07/2004	Incumbent
11-9081.00	1.C.5.c	Integrity	IM	4.41	20	0.24	3.90	4.92	N	07/2004	Incumbent
11-9081.00	1.C.6	Independence	IM	4.48	20	0.20	4.05	4.90	N	07/2004	Incumbent
11-9081.00	1.C.7.a	Innovation	IM	3.94	20	0.41	3.07	4.81	N	07/2004	Incumbent
11-9081.00	1.C.7.b	Analytical Thinking	IM	4.25	20	0.40	3.41	5.00	N	07/2004	Incumbent
11-9111.00	1.C.1.a	Achievement/Effort	IM	4.41	29	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9111.00	1.C.1.b	Persistence	IM	4.28	29	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9111.00	1.C.1.c	Initiative	IM	4.72	29	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9111.00	1.C.2.b	Leadership	IM	4.83	29	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9111.00	1.C.3.a	Cooperation	IM	4.48	29	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-9111.00	1.C.3.b	Concern for Others	IM	4.18	28	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
